GenContext.norep	n
SH3+Snf7*->	1
SidE+DUF572+TM*->	1
SidE+EP1+EP1+EP1+EP1*->	1
SidE+MIP-T3+TM+TM*->	1
SidE+PspA+EP1*->?->?->||<-?<-SIGMA-HTH+PspA*	1
SidE+RNASEII*->SidE+RNASEII*->	1
SidE+SidE->EP1+EP1*->SidE+SidE->SidE+SidE->	1
SIG+ABhydrolase->||<-?<-?||?->PspA*->TM+ZNR->?->Band_7+ZNR->	1
SIG+Abhydrolase_1->||<-SIG+PADR-HTH<-DUF1700-alpha-helical+TM+TM+TM<-SIG+Toast-rack*	1
SIG+Abhydrolase_3->SIG+Toast-rack*->||<-?<-TGS+tRNA_SAD+tRNA-synt_2b+HGTP_anticodon<-Haemolytic	1
SIG+ABhydrolase+Toast-rack*->	1
SIG+ACET->SIGMA-HTH->||<-?<-CR-ATPase7<-SIG+TM+TM+TM+TM+TM*	1
SIG+Aminotran_1_2->||<-REC+LYTTR<-PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like||PspC+TM+TM+TM+TM+TM+Toast-rack*->?->PspC+TM+TM->	1
SIG+Aminotran_1_2->||<-REC+LYTTR<-PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like||PspC+TM+TM+TM+TM+TM+Toast-rack*->LiaI-LiaF-TM->?->?->||<-?<-PadR	1
SIG+Aminotran_1_2->SIG+Toast-rack*->	1
SIG+Aminotran_1_2->SIG+Toast-rack*->Acetyltransf_3->	1
SIG+ANK+EP1+VirB5+EP1*->	1
SIG+ANK+SbcC+DUF572+PspA*->	1
SIG+APATPase->?->?->?->?->?->?->||<-SIG+TM+TM+TM+TM+TM*	1
SIG+ApeA-NTD1+EP1->SIG+EP1*->SIG+EP1->SIG+ApeA-NTD1+EP1->	1
SIG+ASH-IG+Toast-rack+TPR+TPR+CASPASE*->	1
SIG+BAAT_C->NRDD->?->DUF1707-SHOCT-bihelical+Toast-rack*->	1
SIG+Bactofilin+TM+TM+TM+TM+TM->SIG+Toast-rack*->	1
SIG+Beta-Helix+Toast-rack+CASPASE*->ABC-ATPase->	1
SIG+Beta-lactamase->SIGMA-HTH->TraJ-RHH->Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM->	1
SIG+Beta_helix+Toast-rack+DUF3739*->?->?->?->SIG+Beta_helix+Toast-rack+DUF3739*->	1
SIG+Beta_helix+Toast-rack+DUF3739*->?->?->?->SIG+Beta_helix+Toast-rack+DUF3739*->?->?->?->?->?->SIG+Beta_helix+Toast-rack+DUF3739*->	1
SIG+BetaPropeller->?->?->?->?->IONCHANNEL->SIG+TM->SIG+TM+TM+TM+TM+TM*->SIG+TM+TM+TM+TM+TM->?->?->?->?->||<-?||MODE-HTH+PBPII->	1
SIG+BetaPropeller->?->?->?->?->IONCHANNEL->SIG+TM->SIG+TM+TM+TM+TM+TM*->SIG+TM+TM+TM+TM+TM->?->?->?->?->||<-CheC<-CheC	1
SIG+BetaPropeller->?->?->?->?->IONCHANNEL->SIG+TM->SIG+TM+TM+TM+TM+TM*->SIG+TM+TM+TM+TM+TM->?->?->?->?->SIG+TarH+TM+HAMP+MA->HPT+HISKIN+CheW->	1
SIG+BetaPropeller->?->DOUBLECORTIN->PSE->?->?->?->Cluster263_2clades->SIG+TM+TM+TM+TM+TM*->	1
SIG+BetaPropeller->CheC->?->SIG+TM+TM+TM->SIG+TM->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->SIGMA-HTH->CheC->	1
SIG+BetaPropeller->CheC->?->SIG+TM+TM+TM->SIG+TM->SIG+TM+TM+TM+TM+TM->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIGMA-HTH->CheC->CheC->	1
SIG+BetaPropeller->SIG+BetaPropeller->SIG+SAF->TM->Cluster112_5clades->Cluster309_2clades->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->?->SIG+TPR->Cluster115_5clades->DOUBLECORTIN->	1
SIG+BLBD->||<-Ribosomal_S15<-?<-?<-SIG+Toast-rack*	1
SIG+CARDB->?->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->	1
SIG+CART+EP1+BetaPropeller*->	1
SIG+CR-Kinase+EP1*->?->DSBH->	1
SIG+CR-Kinase+EP1+PspA+C1*->	1
SIG+CR-Kinase+PspA+PspA+EP1*->	1
SIG+CR-Trypsin3+PDZ->?->PspA*->	1
SIG+CW-binding-EndolysinC->PspC*->?->PspC+TM+TM+TM+TM+TM+Toast-rack*->||<-PspC+TM+TM+TM+TM+HISKIN*<-REC+LuxR-HTH||Cluster115_3clades->	1
SIG+CW-binding-EndolysinC->PspC*->||<-PspC+TM+TM+TM+TM+HISKIN*<-REC+LuxR-HTH||Cluster115_3clades->	1
SIG+DHHC-ZNF+Tox-ODYAM1*->	1
SIG+DISCOIDIN+PspA+MA+LAMG+LamG+LamG*->	1
SIG+DISCOIDIN+PspA+TM*->	1
SIG+DISCOIDIN+Snf7+PspA+C58+LAMG*->SIG+DISCOIDIN+Snf7+PspA+C58+LAMG+LamG+LamG+LamG+LamG*->	1
SIG+DUF1700-alpha-helical+TM+TM+TM+TM*->	1
SIG+DUF1700-alpha-helical+TM+TM+TM+TM*->||<-PADR-HTH||?->||<-?<-?<-Cluster259_2clades	1
SIG+DUF1707-SHOCT-bihelical*->||<-?<-?<-?<-?<-SIG+TM+TM<-?<-SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM	1
SIG+DUF1707-SHOCT-bihelical+TM*->DUF1707-SHOCT-bihelical+TM*->	1
SIG+DUF1707-SHOCT-bihelical+TM*->DUF1707-SHOCT-bihelical+TM*->DUF1707-SHOCT-bihelical+TM*->||<-?<-?||?->||<-?<-?<-?<-Cluster327_2clades	1
SIG+DUF1707-SHOCT-bihelical+TM*->SIG+DUF1707-SHOCT-bihelical+TM*->	1
SIG+DUF1707-SHOCT-bihelical+TM+TM*->	1
SIG+DUF1707-SHOCT-bihelical+Toast-rack*->	1
SIG+DUF218->?->SIG+Toast-rack*->	1
SIG+DUF3105->?->?->PspA*->	1
SIG+DUF3105->HMA+TM+TM+TM+TM+TM+TM+TM+TM->?->?->?->?->PspA*->?->?->?->?->?->REC+LuxR-HTH->SIG+TM+HAMP+HISKIN->	1
SIG+DUF4015->||<-?||?->||<-Toast-rack*	1
SIG+DUF4159->SIG+TM+TM+MA*->	1
SIG+DUF4384->?->SIG+OmpA->SIG+Toast-rack*->	1
SIG+DUF4384->?->SIG+OmpA->Toast-rack*->	1
SIG+DUF885->||<-?<-PGM_PMM_I+PGM_PMM_II+PGM_PMM_III+PGM_PMM_IV||DUF463->?->TM+Toast-rack*->||<-DAGK_cat<-GTP_EFTU+GTP_EFTU_D2+RF3_C<-Ribosomal_S4+S4	1
SIG+DYN-MID-AAA+EP1*->	1
SIG+EAL->?->?->GNTR-HTH->ABC-ATPase->?->SIG+Toast-rack*->ABC-ATPase->	1
SIG+ENOYCOADEHYD->?->SIG+TM+TM+TM->Cluster67_6clades->PspA*->Cluster13_7clades->	1
SIG+ENOYCOADEHYD->||<-?<-?||?->||<-PspA*	1
SIG+EP1*->SIG+EP1*->	1
SIG+EP1*->SIG+EP1*->SIG+EP1*->	1
SIG+EP1*->SIG+EP1*->SIG+EP1*->?->SIG+EP1*->	1
SIG+EP1+EP1+EP1*->	1
SIG+EP1+EP1+EP1+EP1+EP1+TM*->	1
SIG+EP1+EP1+EP1+EP1+PP2C*->	1
SIG+EP1+EP1+SidE*->	1
SIG+EP1+HECT+EP1+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM*->	1
SIG+EP1+LIM*->	1
SIG+EP1+MIP-T3*->	1
SIG+EP1+PspA*->	1
SIG+EP1+PTSEIIA1*->	1
SIG+EP1+SIGMA-HTH+SLH*->SIG+EP1+EP1+SLH*->?->||<-?<-?<-?<-?<-?<-?<-DAO+DAO_C<-?<-PspA*	1
SIG+EP1+SLH*->?->?->?->?->||<-?||?->?->?->||<-?||?->PspA*->SIG+TM+TM+TM->DUF4178->	1
SIG+EP1+TM+TM+TM+TM*->	1
SIG+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM*->	1
SIG+EP1+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM*->MAF->	1
SIG+EP1+TPR+TPR*->	1
SIG+FAA_hydrolase->||<-Snf7*	1
SIG+FHA+EP1+PH*->?->SIG+FHA+EP1+PH*->SIG+FHA+EP1+PH*->	1
SIG+FHA+EP1+PH*->SIG+FHA+EP1+PH*->SIG+FHA+EP1+PH*->	1
SIG+FHA+EP1+PH*->SIG+FHA+EP1+PH*->SIG+FHA+EP1+PH*->SIG+FHA+EP1+PH*->SIG+FHA+EP1+PH*->	1
SIG+FKBP+EP1*->	1
SIG+GSDH->?->?->||<-?||?->||<-?<-PspA*<-?<-DXP_synthase_N+Transket_pyr+Transketolase_C||?->SIG+PUA->?->||<-Redoxin	1
SIG+HTH_42->||<-REC+LYTTR<-PspC+LiaI-LiaF-TM+TM+TM+HISKIN-LiaS-like||PspC+TM+TM+TM+TM+TM+Toast-rack*->	1
SIG+HTH_42->||<-Toast-rack*	1
SIG+IF2-HTH+sGTP->Cluster482_2clades->DHH->PSYN->Cluster294_3clades->?->PspC->?*->	1
SIG+IG+IG+IG+Nop52+EP1+EP1+EP1+EP1+EP1*->	1
SIG+IG+TM+PspA*->SIG+IG+TM+PspA+BZIP*->	1
SIG+IMM+PEP-utilisers+PEP-utilisers-C+FHA+EP1+TM+TM+TM+TM+TM+TM+BetaPropeller+RING*->	1
SIG+KH+KH+MIP-T3*->	1
SIG+LAMG+Toast-rack+NEC*->	1
SIG+Lysozyme->?->?->?->Cluster263_2clades->SIG+TM+TM+TM+TM+TM*->NACHT->	1
SIG+MA+TM+TM+TM+TM+TM+TM+TM*->	1
SIG+MHYT+TM+TM+TM+TM+GGDEF+EAL->?->?->?->PSE->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->HPT+HISKIN+CheW->SIG+TM+TM->	1
SIG+MHYT+TM+TM+TM+TM+GGDEF+EAL->?->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->	1
SIG+MHYT+TM+TM+TM+TM+GGDEF+EAL->?->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->REC->SFII-RAD3->HPT+HISKIN+CheW->SIG+TM+TM->	1
SIG+MORC+TM+TM+MORC+Snf7*->	1
SIG+Na_Ala_symp->?->?->||<-?<-?<-SIG+Toast-rack*	1
SIG+NIT+MIP-T3+IG+IG+IG+IG*->	1
SIG+Ntox1*->	1
SIG+NtrC-AAA+FIS-HTH->?->?->?->?->PADR-HTH->?*->||<-?<-?||?->TetR-HTH->	1
SIG+NtrC-AAA+FIS-HTH->SIG+TM+TM+TM+TM+TM*->||<-?||?->IONCHANNEL->	1
SIG+NtrC-AAA+FIS-HTH->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->||<-?<-?<-ABC-ATPase	1
SIG+OmpA-beta-barrel->SIG+Toast-rack*->?->||<-?||PDT->SIG+Aminotran_1_2->PDH->?->||<-?||SIG+Toast-rack*->||<-?||?->?->?->?->?->EPSP_synthase->	1
SIG+OmpA-beta-barrel->SIG+Toast-rack*->||<-?<-?<-ABC-ATPase	1
SIG+OmpA-beta-barrel->SIG+Toast-rack*->||<-ABC-ATPase	1
SIG+OmpA-beta-barrel->SIG+Toast-rack*->||<-Cluster1994_2clades	1
SIG+OmpA-beta-barrel->SIG+Toast-rack*->||<-GreA_GreB_N+GreA_GreB||?->||<-ABC-ATPase<-?<-?<-HI0933_like	1
SIG+OmpA-beta-barrel->SIG+Toast-rack*->SIG+Beta-lactamase->||<-SIG+Pyridoxal_deC<-ABC-ATPase||PDT->SIG+Aminotran_1_2->PDH->?->SIG+Toast-rack*->	1
SIG+PADR-HTH->?->?->?->SIG+TM+HISKIN-LiaS-like->SIG+Toast-rack*->REC+LYTTR->	1
SIG+PADR-HTH->?->?->SIG+TM+HISKIN-LiaS-like->SIG+Toast-rack*->REC+LYTTR->SIG+DUF2268->	1
SIG+PADR-HTH->?->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->	1
SIG+PADR-HTH->?->SIG+Toast-rack*->||<-?||?->||<-SIG+SelR	1
SIG+PADR-HTH->?->Toast-rack*->	1
SIG+PADR-HTH->||<-?||SIG+Toast-rack*->	1
SIG+PADR-HTH->||<-?<-?||SIG+Toast-rack*->	1
SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack->||<-?||SIG+Toast-rack*->	1
SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack->SIG+Toast-rack*->SIG+Toast-rack*->?->||<-PCMT||SIG+GFO_IDH_MocA->3HCDH_N+3HCDH->DUF1015->Ala_racemase_N->	1
SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->||<-?<-?<-ABC-ATPase<-SIG+TM+TM+TM+TM+TM	1
SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->||<-?<-UvrD_C+PHP+DNA_pol3_alpha+HHH_6+tRNA_anti-codon	1
SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-rack*->Ribosomal_L19->	1
SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*->SIG+Toast-rack*->?->?->||<-?<-?<-AhpC-TSA+1-cysPrx_C	1
SIG+PADR-HTH->DUF1700-alpha-helical+PspC+LiaI-LiaF-TM+Toast-Rack*->SIG+Toast-rack*->||<-?<-?<-Acetyltransf_7	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->?->Toast-rack*->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->PspC+TM+TM->?->SIG+Toast-rack*->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->?->?->?->WhiA_N+LAGLIDADG_WhiA+HTH_WhiA->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->?->?->||<-?<-HTH_3	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->?->?->||<-adh_short<-YTCD-HTH||?->||<-Peptidase_M3_N+Peptidase_M3	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->?->?->ABC-ATPase->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->?->?->ABC-ATPase->WLM->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->?->||<-?||?->||<-TM+TM+PTR2+TM	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->?->||<-TM+TM+PTR2+TM	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->?->ABC-ATPase->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->||<-?||?->?->SIG+TM+TM+Toast-rack*->SIG+TM+HISKIN-LiaS-like->REC+LYTTR->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->||<-?<-?<-LACI-HTH+PBPI	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->||<-?<-MerR-HTH	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->||<-?<-Semialdhyde_dh+Semialdhyde_dhC	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->||<-Pirin+Pirin_C	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->||<-Radical_SAM+BATS	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->||<-SIG+TM+TM+TM	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->ABC-ATPase->SIG+TM+TM+TM+TM+TM+TM+TM+TM+TM->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->Acetyltransf_7->||<-?<-?<-?<-?||?->SIG+TM+TM+TM+ABC-ATPase->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->LACI-HTH+PBPI->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->MarR->||<-?<-FAA_hydrolase<-?<-Aldedh<-?<-Aldedh	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->PspC+TM+TM->?->?->?->||<-?||?->?->?->?->||<-?||DUF1015->?->SIG+Toast-rack*->?->REC+LYTTR->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->SIG+Abhydrolase_1->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->SIG+Abhydrolase_1->||<-AAA_28	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack+Toast-rack*->Dus->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM->Toast-rack*->Flavodoxin_2->	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM->SIG+Toast-rack*->||<-?<-?<-SIG+ApbE	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM->SIG+Toast-rack*->||<-SIG+TM+HAMP+HISKIN<-REC+LYTTR	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM->SIG+Toast-rack*->||<-SIG+TM+TM+TM+TM+TM<-ABC-ATPase	1
SIG+PADR-HTH->DUF1700-alpha-helical+TM+TM+TM+TM+TM+TM->SIG+Toast-rack*->Lactamase_B+Flavodoxin_1+Flavin_Reduct+Rubredoxin->	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->?->?->||<-?||RNA-Helicase+A18->	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->||<-?<-?<-MTHFR	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->||<-?<-LUD_dom+Fer4_8+DUF3390<-CCG+CCG	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->DUF1700-alpha-helical+TM+TM+TM->?->SIG+Toast-rack*->	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->DUF1700-alpha-helical+TM+TM+TM->?->SIG+Toast-rack*->SIG+Toast-rack*->||<-?<-RuvA_N+HHH_5	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->DUF1700-alpha-helical+TM+TM+TM->||<-?||SIG+Toast-rack*->||<-RuvA_N+HHH_5	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->DUF1700-alpha-helical+TM+TM+TM->SIG+Toast-rack*->	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->Fer4_9->	1
SIG+PADR-HTH->DUF1700-alpha-helical+Toast-rack*->SIG+Toast-rack*->	1
SIG+PADR-HTH->PspC+LiaI-LiaF-TM+LiaI-LiaF-TM+TM+Toast-rack*->	1
SIG+PADR-HTH->PspC+LiaI-LiaF-TM+LiaI-LiaF-TM+TM+Toast-rack*->||<-?<-?<-?||?->?->||<-NDK	1
SIG+PADR-HTH->PspC+PspC+LiaI-LiaF-TM+Toast-Rack*->	1
SIG+PADR-HTH->PspC+PspC+LiaI-LiaF-TM+Toast-Rack*->?->?->SIGMA-HTH->?->?->SIG+Toast-rack*->||<-?<-FAD_binding_6+NAD_binding_1+Fer2	1
SIG+PADR-HTH->PspC+PspC+LiaI-LiaF-TM+Toast-Rack+Toast-rack*->?->||<-AI-2E_transport<-SDH_beta+SDH_alpha	1
SIG+PADR-HTH->PspC+PspC+LiaI-LiaF-TM+Toast-Rack+Toast-rack*->||<-?||?->?->?->||<-REC+LYTTR<-SIG+TM+TM+TM+HISKIN<-LiaI-LiaF-TM+Toast-rack*	1
SIG+PADR-HTH->PspC+PspC+LiaI-LiaF-TM+Toast-Rack+Toast-rack*->||<-AI-2E_transport<-SDH_beta+SDH_alpha	1
SIG+PADR-HTH->PspC+PspC+LiaI-LiaF-TM+Toast-Rack+Toast-rack*->||<-PolyA_pol+PolyA_pol_RNAbd+HD+tRNA_NucTran2_2	1
SIG+PADR-HTH->PspC+PspC+LiaI-LiaF-TM+Toast-Rack+Toast-rack*->||<-PolyA_pol+PolyA_pol_RNAbd+HD+tRNA_NucTran2_2<-?<-?||Aminotran_5->NifU_N->	1
SIG+PADR-HTH->PspC+PspC+LiaI-LiaF-TM+Toast-Rack+Toast-rack*->SIG+Toast-rack*->?->4HBT->?->?->?->AIM24->	1
SIG+PADR-HTH->Toast-rack*->PspC+TM+TM->||<-?||?->?->PTA_PTB->	1
SIG+PAP2->PspC*->	1
SIG+PAS+PAS+PAS+PAS+PAS+SIGMA-HTH+MIP-T3*->	1
SIG+PAS+PAS+PAS+PAS+PAS+SIGMA-HTH+MIP-T3*->||<-?||?->?->?->?->ACPS->TRAM+METHYLASE->	1
SIG+PBP_like_2->?->?->PSE->ABC-ATPase->SIG+Toast-rack*->	1
SIG+Peptidase_S15+PepX_C->?->SIG+Toast-rack*->	1
SIG+Peptidase_S9_N+Peptidase_S9->SIG+Toast-rack*->	1
SIG+Phytase-like->?->?->?->?*->||<-?<-Cluster865_2clades	1
SIG+PSII_BNR->?->adh_short_C2->PspA*->||<-tRNA<-?<-tRNA<-ABC-ATPase	1
SIG+PspA*->?->?->?->||<-?||CMD->	1
SIG+PspA*->?->SIG+VWA->?->SIG+TPR+PBPI->||<-?<-?<-SIG+TM+TM+TM+TM+TM	1
SIG+PspA+CR-ATPase2*->	1
SIG+PspA+EP1+PspA+BetaPropeller*->	1
SIG+PspA+PspA*->	1
SIG+PspA+PTSEIIA1*->||<-Pantoate_transf	1
SIG+PspA+SidE*->	1
SIG+PspA+TM+TM+TM+TM+TM+TM+TM*->	1
SIG+PspA+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+SM-MscS*->||<-N-OB	1
SIG+PspA+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM+TM*->	1
SIG+PspC+TM+TM+TM+Toast-rack*->	1
SIG+PSYN->?->Cluster112_5clades->?->?->||<-?<-?||SIG+TM+TM+TM+TM+TM*->?->?->?->?->?->Cluster765_2clades->	1
SIG+RhoN+RhoN+RNASEII+S1->?->SIG+Toast-rack*->SIG+TM+TM+TM+TM+TM->?->tRNA->||<-DDE_Tnp_ISL3	1
SIG+RhoN+RhoN+RNASEII+S1->||<-?||SIG+Toast-rack*->SIG+TM+TM+TM+TM+TM->	1
SIG+RhoN+RhoN+RNASEII+S1->SIG+Toast-rack*->?->?->?->||<-?<-?||?->GIDA+GIDA_assoc->	1
SIG+RhoN+RhoN+RNASEII+S1->SIG+Toast-rack*->?->||<-REC+NtrC-AAA+FIS-HTH	1
SIG+RhoN+RhoN+RNASEII+S1->SIG+Toast-rack*->?->||<-YbjQ_1	1
SIG+RhoN+RhoN+RNASEII+S1->SIG+Toast-rack*->SIG+TM+TM+TM+TM+TM->||<-tRNA||DAGK_cat->||<-?||?->||<-?<-?<-ABC-ATPase	1
SIG+RhoN+RhoN+RNASEII+S1->YbjQ_1->SIG+Toast-rack*->	1
SIG+RhoN+RhoN+RNASEII+S1->YbjQ_1->SIG+Toast-rack*->SIG+TM+TM+TM+TM+TM->||<-?||?->DDE_Tnp_ISL3->	1
SIG+Ribosomal_S18->Ribosomal_L9_N+Ribosomal_L9_C->||<-?||SIGMA-HTH->?->SIG+Toast-rack*->||<-polyprenyl_synt	1
SIG+Ribosomal_S7->?->?->?->?->?->ABC-ATPase->SIG+PspA+TM+TM+TM+TM+TM+TM+TM*->	1
SIG+RRM+EP1+EP1*->	1
SIG+SAF->?->?->?->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->||<-?<-Cluster120_5clades	1
SIG+SAF->TM->Cluster112_5clades->Cluster309_2clades->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->ParA-Soj-PloopNTPase->SIGMA-HTH->?->SIG+TPR->Cluster115_5clades->DOUBLECORTIN->	1
SIG+SbcC+SIGMA-HTH+SidE+SbcC*->	1
SIG+Serpin->||<-?||?->SIG+Toast-rack*->?->CCG+CCG->TGS+tRNA_SAD+tRNA-synt_2b+HGTP_anticodon->?->?->?->||<-AAA_26	1
SIG+SET->||<-?<-?||?->||<-?<-?<-PspC*||?->?->?->||<-Cluster186_3clades<-RnaseT2	1
SIG+SH2+PspA+EP1*->	1
SIG+SH3+PspA*->	1
SIG+SHELIX+GGDEF->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->	1
SIG+SidE*->||<-?<-?<-polyprenyl_synt	1
SIG+SidE*->SIG+SidE*->SIG+SidE*->SIG+SidE*->SIG+SidE*->?->SIG+SidE*->	1
SIG+SidE+CASPASE*->	1
SIG+SIGMA-HTH->?->||<-TM+TM+TM+Snf7+TM+TM+TM+TM*	1
SIG+SIGMA-HTH->||<-DUF4178<-PspA*<-?<-SIG+TM+TM+TM<-TM+TM+TM+TM+TM+TM+TM	1
SIG+SIGMA-HTH+MA+NIT*->	1
SIG+SIGMA-HTH+PspA*->	1
SIG+SIGMA-HTH+PspA+TM*->	1
SIG+SLT+LysM+LysM->?->?->||<-Hydrolase_4||?->SIG+Toast-rack*->?->?->Pyridox_ox_2->	1
SIG+Snf7*->||<-ncRNA||?->?->||<-?||Snf7*->	1
SIG+Snf7+HD*->?->?->RADICAL-SAM+TRAM->	1
SIG+Sod_Fe_N+Sod_Fe_C->NLPC+PspA*->	1
SIG+Sortilin-Vps10+Sortilin-Vps10+Sortilin-Vps10+FlgD_ig->||<-?<-?<-?<-ABC-ATPase<-adh_short||Toast-rack*->||<-adh_short||SIG+TM+TM+TM+TM+TM->ABC-ATPase->	1
SIG+TarH+TM+HAMP+MA->CheRN-Alpha+CheR-Methylase->REC->REC->SFII-RAD3->?->TM+TM+TM+TM->PSE->SIG+TM+TM+TM+TM+TM*->||<-CHTH<-HIN-HTH||SIG+TM+TM+TM+TM+TM*->SIG+APATPase->||<-DICT<-Cluster40_2clades||HIN-HTH->CHTH->||<-SIG+SAF	1
SIG+TarH+TM+HAMP+MA->CheRN-Alpha+CheR-Methylase->REC->SIG+TarH+TM+HAMP+MA->REC->SFII-RAD3->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+APATPase->Cluster216_2clades->SIG+TM->SIGMA-HTH->SIG+TM+TM->TM+OmpA->	1
SIG+TarH+TM+HAMP+MA->SIG+TarH+TM+HAMP+MA->CheRN-Alpha+CheR-Methylase->REC->REC->SFII-RAD3->TM+TM+TM+TM->SIG+TM+TM+TM+TM+TM*->SIG+TM->SIGMA-HTH->	1
SIG+TET-TPase->AraC-HTH+AraC-HTH->||<-?<-adh_short<-?||?->?->||<-PspA*<-PspB<-PspC	1
